573,515
392,938
768,323
415,433
746,105
407,444
595,739
518,577
188,908
510,582
380,712
672,664
101,993
553,301
380,957
203,894
213,400
242,613
884,216
148,952
849,251
563,536
435,422
779,325
219,404
109,517
519,348
950,49
41,716
744,17
771,330
555,550
602,264
437,671
752,117
628,483
457,411
112,756
622,246
467,404
733,138
665,206
957,398
195,918
355,999
617,498
117,513
769,109
734,32
50,717
13,997
88,925
754,18
759,16
892,222
630,484
430,200
530,101
960,397
642,233
221,412
550,325
161,959
767,111
351,526
403,235
627,494
176,948
767,357
525,599
688,438
168,957
129,758
712,61
512,20
966,53
380,983
495,631
586,782
430,454
256,873
862,269
651,238
445,446
526,122
159,973
237,898
627,267
38,999
200,450
942,194
440,453
491,886
581,312
695,685
116,780
545,351
301,353
691,207
547,350
440,215
785,598
255,889
354,305
145,514
519,385
195,708
707,199
548,357
206,215
318,348
14,783
35,525
777,28
453,694
120,542
361,543
426,480
888,260
976,175
498,411
253,656
642,267
229,680
655,253
147,521
164,506
596,316
428,242
297,617
542,22
16,794
773,39
777,36
652,260
883,270
742,172
464,691
499,660
435,240
501,177
146,532
389,772
641,278
676,243
628,294
686,477
224,216
970,81
538,143
288,877
116,327
10,329
747,79
393,530
582,341
994,171
641,284
745,180
351,336
597,574
740,188
689,243
311,137
175,999
357,578
206,488
74,517
88,745
340,592
393,780
110,585
179,761
589,353
438,262
343,117
156,307
397,308
449,259
793,43
52,306
555,48
48,319
483,222
322,140
589,360
251,213
125,584
541,168
157,793
555,155
313,158
518,197
91,512
95,995
768,84
581,133
362,596
143,573
332,141
381,338
298,666
303,178
269,218
110,22
94,524
39,101
161,560
109,35
132,353
465,262
440,286
177,552
476,495
141,588
158,573
18,26
83,305
565,67
86,305
329,64
28,368
550,181
592,142
684,294
397,341
588,395
276,228
267,479
115,388
37,19
92,303
353,44
6,936
64,336
338,69
939,806
290,457
287,460
355,391
694,294
356,398
269,485
588,168
117,399
4,701
581,68
79,331
132,38
597,58
367,49
363,394
157,361
159,361
383,137
397,364
159,362
128,154
268,255
81,570
144,137
353,60
83,572
830,921
376,45
835,925
109,79
240,286
295,478
70,358
800,725
915,616
18,179
817,717
384,391
286,250
291,245
281,254
191,104
242,295
194,105
341,92
85,110
63,375
70,127
810,722
921,856
94,105
815,964
89,357
625,916
813,727
828,959
927,859
919,628
275,274
60,39
79,372
132,78
845,703
955,834
508,6
813,736
709,601
381,173
627,926
708,608
160,399
278,283
34,78
175,388
72,141
512,801
122,96
624,933
801,999
625,935
270,293
80,34
818,746
84,32
280,286
286,285
196,134
392,71
760,7
194,32
663,902
933,877
919,893
603,724
653,919
968,603
808,766
145,197
821,752
86,150
740,835
7,533
196,42
850,966
971,848
747,832
825,754
966,619
667,918
758,829
649,937
290,296
176,175
191,56
905,680
513,832
611,734
712,878
948,402
736,855
802,549
919,677
817,536
508,609
632,963
843,755
751,847
903,211
189,76
214,902
819,306
208,919
850,510
834,770
711,895
4,567
212,910
683,923
653,712
216,910
725,401
554,813
872,737
678,934
864,505
411,716
507,622
939,677
707,429
860,993
440,930
954,661
922,451
861,753
983,634
890,726
416,960
450,929
678,945
923,458
622,516
776,606
772,852
400,982
432,952
761,623
731,652
880,506
873,754
482,903
828,560
804,342
610,535
979,653
601,548
539,613
603,549
608,787
772,620
413,981
815,340
743,411
810,588
601,313
712,689
864,779
858,543
614,547
688,717
108,815
557,609
608,316
1,18
219,707
880,764
942,220
860,788
866,542
300,866
886,522
945,223
825,589
815,356
567,608
883,776
771,406
555,621
335,606
816,124
756,429
418,768
36,805
751,671
871,311
573,853
690,977
674,754
695,975
672,998
862,323
212,733
204,741
696,733
993,678
975,699
983,209
386,808
528,666
34,813
731,460
472,720
1000,146
761,676
201,993
771,668
866,573
232,964
312,642
246,950
563,635
671,527
270,928
702,256
512,449
379,823
269,938
719,247
218,509
850,354
684,764
293,912
212,996
304,420
935,272
531,437
114,612
105,620
321,888
227,982
989,223
547,423
777,677
494,717
130,839
285,929
748,465
64,801
600,25
890,321
570,402
674,543
650,324
526,692
899,564
367,612
676,303
624,355
765,213
567,411
496,726
293,929
236,504
7,71
75,8
750,473
100,400
725,261
400,101
858,372
515,231
682,789
883,346
656,576
136,853
231,758
307,685
867,127
189,807
508,249
878,11
38,610
1000,170
401,596
553,446
879,120
608,390
258,743
394,606
116,884
377,626
586,417
302,459
303,218
117,648
6,93
90,803
862,36
362,880
405,17
863,381
371,872
120,400
563,443
891,114
811,194
521,244
416,594
458,552
813,197
587,665
108,662
579,677
878,378
426,348
559,457
22,880
43,866
362,650
842,170
281,731
626,393
994,266
368,895
543,235
242,536
573,208
574,209
756,268
269,519
626,51
16,422
97,828
890,371
542,480
341,683
582,441
572,696
280,506
484,786
265,521
302,484
424,362
530,497
320,223
783,486
733,294
292,977
425,121
582,448
333,215
233,556
538,493
867,167
579,212
687,348
175,618
699,338
34,890
69,862
881,390
640,393
190,603
455,582
423,371
431,363
262,777
695,585
459,582
116,683
688,115
316,244
309,497
648,158
202,13
655,47
88,618
320,482
411,390
100,220
454,594
580,226
293,754
390,415
322,241
163,400
101,220
351,215
191,858
657,392
151,659
495,315
401,169
377,435
499,555
398,657
332,239
368,207
80,867
852,97
42,669
531,280
